文件名稱         ,頁碼 ,內容類型   ,內容
1217 (5).pdf     , 768 ,Judges     ,Judges:
1217 (5).pdf     , 768 ,Opinion by ,Opinion by: HANING
1217 (5).pdf     , 776 ,Counsel    ,"Counsel: Barbara Enloe Hadsell and Ben Margolis, Los Angeles, California, for the Plaintiffs-Appellants.
                                    Carlton A. Varner and Don T. Hibner, Jr., Los Angeles, California, for the Defendants-Appellees."
1217 (5).pdf     , 776 ,Judges     ,"Judges:  J. Blaine Anderson and William C. Canby, Jr., Circuit Judges, and William P. Copple, * District Judge."
1217 (5).pdf     , 776 ,Opinion by ,Opinion by: ANDERSON
1217 (5).pdf     , 783 ,Opinion by ,Opinion by:  [*1]  COLLINS
1217 (5).pdf     , 793 ,Counsel    ,"Counsel: Allan N. Littman, C. Douglas Floyd, and Bruce A. Ericson, for plaintiff-appellant.
                                    James L. Hunt, Donn P. Pickett, and James L. Miller, George A. Manfredi, for defendants-appellees."
1217 (5).pdf     , 793 ,Opinion by ,Opinion by: CHOY
1217 (5).pdf     , 807 ,Counsel    ,"Counsel: Andrew B. Jackson, Sebring, and Steven L. Brannock of Holland & Knight, Tampa, for Appellant.
                                    H. Rex Owen and Bruce Crawford of Law Offices of H. Rex Owen, St. Petersburg, for Appellees.
                                    508 So. 2d 26, *26; 1987 Fla. App. LEXIS 7288, **1"
1217 (5).pdf     , 807 ,Judges     ,"Judges: Scheb, C.J., Ryder and Frank, JJ., concur."
1217 (5).pdf     , 807 ,Opinion by ,Opinion by: SCHEB
1217 (5).pdf     , 811 ,Counsel    ,"Counsel:  [**1]  Jack R. Pirozzolo, Willcox, Pirozzolo & McCarthy, for Plaintiffs.
                                    Loring Cook, III, William Millman, Jr., Mark Karvitz, Shaun Sullivan, Wiggin & Dana, for Defendant."
1217 (5).pdf     , 811 ,Judges     ,"Judges:  Garrity, United States District Judge."
1217 (5).pdf     , 811 ,Opinion by ,Opinion by: GARRITY
1217 (5).pdf     , 817 ,Counsel    ,"Counsel: Douglas W. Abruzzo, of Donald L. Tucker, P.A., for Appellants.
                                    Hume F. Coleman, Harry R. Detwiler, Jr., and Michael L. Rosen, of Holland & Knight, for Appellees."
1217 (5).pdf     , 817 ,Judges     ,"Judges: Wigginton, J.  Wentworth and Nimmons, JJ., concur."
1217 (5).pdf     , 817 ,Opinion by ,Opinion by: WIGGINTON
1217 (5).pdf     , 822 ,Counsel    ,"Counsel:  [**1]  Ina P. Schiff, Esq., for Plaintiffs.
                                    Julius Michaelson, Esq.
                                    Martha Walfoort, Esq., John J. Sullivan, Esq., Kirschner, Weinberg & Dempsey, Gerald Cobleigh, Esq., John
                                    MacFadyen, Esq., Robert Watt, Esq., for Defendants."
1217 (5).pdf     , 822 ,Judges     ,"Judges:  Ronald R. Lagueux, United States District Judge."
1217 (5).pdf     , 822 ,Opinion by ,Opinion by: LAGUEUX
1217 (5).pdf     , 849 ,Counsel    ,"Counsel:  [**1]   Charles E. Petaja, Jerome J. Cate, for Plaintiffs.
                                    Gregory O. Morgan, Urban L. Roth, Poore, Roth & Robinson, PC, Jerry W.  Ashby, for Defendants."
1217 (5).pdf     , 849 ,Judges     ,"Judges:  Charles C. Lovell, U.S.D.J."
1217 (5).pdf     , 849 ,Opinion by ,Opinion by: LOVELL
1217 (5).pdf     , 878 ,Opinion by ,Opinion by:  [*1]  CAMPOS
1217 (5).pdf     , 889 ,Counsel    ,"Counsel: James C. Burling with whom Richard J. Innis, Mark G. Matuschak and Hale and Dorr were on brief for
                                    Appellant.
                                    Allyn O. Kreps, William T. Drescher and Jones, Day, Reavis & Pogue on brief for Air Transport Association of
                                    America, Amicus Curiae.
                                    Scott P. Lewis with whom Thane D. Scott, Anne L. Gero, Palmer & Dodge and Richard J. Lettieri, Massachusetts
                                    Port Authority, were on brief for Appellee."
1217 (5).pdf     , 889 ,Judges     ,"Judges: Coffin, Breyer and Torruella, Circuit Judges."
1217 (5).pdf     , 889 ,Opinion by ,Opinion by: BREYER
1217 (5).pdf     , 899 ,Counsel    ,"Counsel: Thomas A. Beckley, Esq., (Argued), John G. Milakovic, Esq., Beckley & Madden, Barry E. Carter, Esq.,
                                    Attorneys for Appellees.
                                    Charles F. Scarlata, Esq., Attorney for Theodore R. Paladino, D.D.S.
                                    Joseph Friedman, Esq. (Argued), Stephen F. Ban, Esq., Michael J. Hennessy, Esq., Springer, Bush & Perry, P.C.,
                                    William H. Wood, Esq., William E. Miller, Jr., Esq., Thomas E. Wood, Esq., Keefer, Wood, Allen & Rahal, Attorneys
                                    for Appellant."
1217 (5).pdf     , 899 ,Judges     ,"Judges: Gibbons, Chief Judge, Weis and Hunter, Circuit Judges."
1217 (5).pdf     , 899 ,Opinion by ,Opinion by: GIBBONS
1217 (5).pdf     , 908 ,Counsel    ,"Counsel: Maxwell M. Blecher, for the Plaintiffs-Appellants.
                                    Stephen A. Kroft, for the Defendants-Appellees."
1217 (5).pdf     , 908 ,Judges     ,"Judges:  Mary M. Schroeder and Betty B. Fletcher, Circuit Judges, and Lloyd D. George, * District Judge,
                                    Presiding."
1217 (5).pdf     , 908 ,Opinion by ,Opinion by: SCHROEDER
1217 (5).pdf     , 915 ,Counsel    ,"Counsel:  [*1]  Michael J. Nilles, Nilles, Custin & Kirby, S.C., Milwaukee, Wisconsin, for Plaintiff.
                                    Gary L. Antoniewicz, Antoniewicz, Gregg & Rona, S.C., Madison, Wisconsin, for Defendants."
1217 (5).pdf     , 915 ,Judges     ,"Judges: James Groh, United States Magistrate."
1217 (5).pdf     , 915 ,Opinion by ,Opinion by: GROH
1217 (5).pdf     , 930 ,Counsel    ,"Counsel:  [*1]  Edward Greer, Esq., by Alan C. Kessler, for Plaintiff.
                                    David H. T. Kane, Esq., Stephen F. Fuffino, Esq., Gibney, Anthony & Flaherty, for Rolex Watch U.S.A., Inc."
1217 (5).pdf     , 930 ,Opinion by ,Opinion by: POLLAK
1217 (5).pdf     , 938 ,Judges     ,"Judges:  Marvin H. Shoob, Judge."
1217 (5).pdf     , 938 ,Opinion by ,Opinion by:  [**1]  SHOOB
1217 (5).pdf     , 947 ,Counsel    ,"Counsel:  [**1]  Kaplan & Darche, by: Gary Darche, Esq., Attorney for Plaintiff.
                                    Lester A. Lazarus, P.C., by: Harney Friedman, Esq., Attorney for Defendant Superior Togs.
                                    Parker Chapin Flattau & Klimpl, by: Michael Friedman, Esq., Attorney for Defendant Jamesway."
1217 (5).pdf     , 947 ,Judges     ,"Judges: Sifton, District Judge."
1217 (5).pdf     , 947 ,Opinion by ,Opinion by: SIFTON
1217 (5).pdf     , 953 ,Counsel    ,"Counsel:  [**1]  Milberg Weiss Bershad Specthrie & Lerach, Esqs., Lowey Dannenberg & Knapp, Esqs., Wolf
                                    Popper Ross Wolf & Jones, Esqs., Attorneys for Plaintiffs, of"
1217 (5).pdf     , 953 ,Counsel    ,"Counsel: Richard M. Meyer, Esq., Henry A. Brachtl,
                                    Esq., Steven L. Wittels, Esq., Robert Skirnick, Esq., Richard B. Dannenberg, Esq., Ellen Chapnick, Esq.
                                    Paul, Weiss, Rifkind, Wharton & Garrison, Esqs., Attorneys for Defendants Thomas M. Evans and CF&I Steel
                                    Corporation, of"
1217 (5).pdf     , 953 ,Counsel    ,"Counsel: Edward N.  Costikyan, Esq., Steven E. Landers, Esq., Howard A. Smith, Esq."
1217 (5).pdf     , 953 ,Judges     ,"Judges: Lasker, D.J."
1217 (5).pdf     , 953 ,Opinion by ,Opinion by: LASKER
1217 (5).pdf     , 968 ,Counsel    ,"Counsel: H. Kennard Bennett, Pollen, Brazill & Bennett, for Plaintiff.
                                    Gene R. Leeuw, Klineman, Rose, Wolf & Wallack, for Defendant."
1217 (5).pdf     , 968 ,Judges     ,"Judges: Posner and Easterbrook, Circuit Judges, and Parsons, Senior District Judge. *"
1217 (5).pdf     , 968 ,Opinion by ,Opinion by: POSNER
1217 (5).pdf     , 980 ,Counsel    ,"Counsel: Henry A. Carey, Leslie M. Roberts, Phil Goldsmith, and Roger G. Tilbury, for the Plaintiffs-Appellants.
                                    James H. Clarke, for the Defendants-Appellees."
1217 (5).pdf     , 980 ,Judges     ,"Judges:  Otto R. Skopil, Jr., Dorothy W. Nelson and Robert Boochever, Circuit Judges.  Boochever, Circuit Judge,
                                    dissenting in part."
1217 (5).pdf     , 980 ,Opinion by ,Opinion by: SKOPIL
1217 (5).pdf     , 995 ,Counsel    ,"Counsel: Michael A. Cardozo, New York, New York, for the Plaintiff-Counterclaimants-Counterdefendants-
                                    Appellants.
                                    Christopher Layne and Maxwell M. Blecher, Los Angeles, California: Wayne M. Kiao and Michael I. Spiegel, San
                                    Francisco, California, for the Defendants-Counterclaimants-Counterdefendants-Appellees."
1217 (5).pdf     , 995 ,Judges     ,"Judges:  Warren J. Ferguson, Dorothy W. Nelson and Robert R. Beezer, Circuit Judges."
1217 (5).pdf     , 995 ,Opinion by ,Opinion by: FERGUSON
1217 (5).pdf     ,1006 ,Counsel    ,"Counsel: Frank Gregory (Louis W. Bullock, Jr., Tulsa, Oklahoma, with him on the brief), Tulsa, Oklahoma, for
                                    Plaintiff-Appellant.
                                    817 F.2d 639, *639; 1987 U.S. App. LEXIS 5254, **1
                                    
                                    
                                    Sidney S. Rosdeitcher (Howard S. Veisz of Kornstein, Veisz & Wexler, New York, New York, and James Fellers of
                                    Fellers, Snider, Blakenship, Bailey & Tippins, Oklahoma City, Oklahoma, with him on the brief) of Paul, Weiss,
                                    Rifkind, Wharton & Garrison, Washington, District of Columbia, for Defendant-Appellee Aetna Casualty and Surety
                                    Company.
                                    Clifford A. Jones (Peter B. Bradford with him on the brief) of Bradford, Haswell, Jones, Oklahoma City, Oklahoma,
                                    for Defendant-Appellee Doron Precision Systems, Inc."
1217 (5).pdf     ,1006 ,Judges     ,"Judges: Holloway, Chief Judge, and Seymour, Circuit Judge. *"
1217 (5).pdf     ,1006 ,Opinion by ,Opinion by: SEYMOUR
1217 (5).pdf     ,1018 ,Counsel    ,"Counsel:  [**1]  For Plaintiffs: Garfunkel, Wild & Travis, P.C., By: Norton L. Travis, Kramer, Levin, Nessen, Kamin
                                    & Frankel, By: Daniel P. Levitt, Michael B.  Reuben.
                                    For Defendant: Breed, Abbott & Morgan, By: Robert A. Bicks, Alan C.  Drewsen P. Kent Correll.
                                    659 F. Supp. 132, *132; 1987 U.S. Dist. LEXIS 3262, **3262"
1217 (5).pdf     ,1018 ,Judges     ,"Judges:  Shirley Wohl Kram, U.S.D.J."
1217 (5).pdf     ,1018 ,Opinion by ,Opinion by: KRAM
1217 (5).pdf     ,1024 ,Counsel    ,"Counsel:  [**1]  James W. Stewart, Dixon F. Larkin, William C. Gibbs, Edward Munson, and James Igo, for Plaintiff.
                                    Paul A. Grana, James W. Erwin, Roman Wuller, Richard L. King, Stephen C.  Stoker, Robert Thorup, Gary L.
                                    Gregerson, Joseph T. Dunbeck, and Randy Dryer, for Defendants."
1217 (5).pdf     ,1024 ,Judges     ,"Judges: J. Thomas Greene, United States District Judge."
1217 (5).pdf     ,1024 ,Opinion by ,Opinion by: GREENE
1217 (5).pdf     ,1038 ,Counsel    ,"Counsel:  [*1]  KELLEY DRYE & WARREN, Attorneys for Plaintiff.
                                    WEIL, GOTSHAL & MANGES, Attorney for Defendants."
1217 (5).pdf     ,1038 ,Opinion by ,Opinion by: LOWE
1217 (5).pdf     ,1042 ,Counsel    ,"Counsel:  [**1]  Eugene F. Waye, Carl S. Hisiro and Kelly H. Greensmith, Deputy Att'y General's.
                                    For: PepsiCo, Inc. & Allegheny Pepsi Cola: Gerard W. Casey, Esq., Rod J. Pera, Esq., Alan R. Boynton, Jr., Esq.,
                                    McNees, Wallace and Nurick.
                                    For: Confair Bottling Co., Inc., J. David Smith, Esq., McCormick, Reeder, Nichols, Sarno Bahl & Knecht, Fred A.
                                    Freund, Esq., Richard M. Steurer, Esq., Kaye, Scholer, Fierman, Hays & Handler, Hughes Hubbard & Reed, James
                                    B. Reed."
1217 (5).pdf     ,1042 ,Judges     ,"Judges:  William W. Caldwell, United States District Judge."
1217 (5).pdf     ,1042 ,Opinion by ,Opinion by: CALDWELL
1217 (5).pdf     ,1050 ,Counsel    ,"Counsel: Stanley M. Lipnick, for Defendant-Appellant/Cross-Appellee.
                                    August E. Roehrig, Jr., Greenwalt & Stone, for Plaintiff-Appellee/Cross-Appellant."
1217 (5).pdf     ,1050 ,Judges     ,"Judges: Cummings, Circuit Judge, Coffey, Circuit Judge, and Wyatt, Senior District Judge. *
                                    * The Honorable Inzer B. Wyatt, Senior District Judge for the United States District Court for the Southern District of New York, is
                                    sitting by designation."
1217 (5).pdf     ,1050 ,Opinion by ,Opinion by: WYATT
1217 (5).pdf     ,1077 ,Counsel    ,"Counsel: Perkins Coie, by Thomas L. Boeder, M. Margaret McKeown, and Heidi L. Sachs, for appellant.
                                    Culp, Dwyer, Guterson & Grader, by Diane G. FitzGerald and Jerry R. McNaul, for respondents Sierracin Corp., et
                                    al.
                                    Graham & Dunn, by James L. Magee and Wendy D. Welkom, for respondent Libbey-Owens-Ford Co.
                                    108 Wn.2d 38, *38; 738 P.2d 665, **665; 1987 Wash. LEXIS 1057, ***3; 4 U.S.P.Q.2D (BNA) 1417, ****1417"
1217 (5).pdf     ,1077 ,Judges     ,"Judges: En Banc.  Dore, J.  Pearson, C.J., and Utter, Brachtenbach, Dolliver, Andersen, Callow,  [***6]  Goodloe,
                                    and Durham, JJ., concur."
1217 (5).pdf     ,1078 ,Opinion by ,Opinion by: DORE
1217 (5).pdf     ,1099 ,Opinion by ,"Opinion by:  [*1]  BUCHWALD, Magistrate"
1217 (5).pdf     ,1127 ,Judges     ,"Judges:  [**1]   John A. Nordberg, U.S.D.J."
1217 (5).pdf     ,1127 ,Opinion by ,Opinion by:  NORDBERG
1217 (5).pdf     ,1151 ,Counsel    ,"Counsel:  [**1]  David A. Ettinger, Esq.
                                    Eugene Driker, Esq., and Elaine Fieldman, Esq.
                                    Barry Rabeck, Esq.
                                    Janathan T. Watton, Jr., Esq.
                                    Tad Jankowski, Esq.
                                    Joseph V. Griffen, Esq."
1217 (5).pdf     ,1151 ,Judges     ,Judges:  Stewart A. Newblatt.
1217 (5).pdf     ,1151 ,Opinion by ,Opinion by: NEWBLATT
1217 (5).pdf     ,1163 ,Counsel    ,"Counsel: William G. Vance, June Ann Kirkland, for Appellant.
                                    John C. Butters, for Appellee.
                                    815 F.2d 1407, *1407; 1987 U.S. App. LEXIS 5697, **1"
1217 (5).pdf     ,1163 ,Judges     ,"Judges: Hill and Johnson, Circuit Judges, and Henley, * Senior Circuit Judge."
1217 (5).pdf     ,1163 ,Opinion by ,Opinion by: JOHNSON
1217 (5).pdf     ,1180 ,Counsel    ,"Counsel: Rosenman Colin Freund Lewis & Cohen for petitioner.
                                    Robert Abrams, Attorney-General, respondent pro se."
1217 (5).pdf     ,1180 ,Judges     ,"Judges: Matthew F. Coppola, J."
1217 (5).pdf     ,1180 ,Opinion by ,Opinion by: COPPOLA
1217 (5).pdf     ,1184 ,Counsel    ,"Counsel: Joseph M. Alioto of Alioto & Alioto, (Daniel R. Shulman of Gray, Plant, Mooty, Mooty & Bennett, with him
                                    on the briefs), for the Plaintiffs-Appellants.
                                    Gordon Strachan, (James A. Boevers with him on the brief) of Prince, Yeates & Geldzahler, for Defendants-
                                    Appellees Greater Park City Company and Nick Badami.
                                    Stewart M. Hanson, Jr., (Michael W. Homer with him on the brief) of Suitter, Axland, Armstrong & Hanson, for the
                                    Defendants-Appellees Park City Municipal Corp., William Ligety, Arlene Loble and Ronald Ivie.
                                    Stephen G. Crockett, (Michael M. Later with him on the brief) of Rooker, Larsen, Kimball & Parr, for the Defendants-
                                    Appellees Jack W. Davis and Park City Village, Inc."
1217 (5).pdf     ,1184 ,Judges     ,"Judges: Seymour and Tacha, Circuit Judges, and Weinshienk, District Judge. *"
1217 (5).pdf     ,1184 ,Opinion by ,Opinion by: TACHA
1217 (5).pdf     ,1196 ,Counsel    ,"Counsel:  [**1]  Arthur M. Kaplan, Edward B. Rock, Donald L. Perelman, Allen D.  Black, and Fine, Kaplan and
                                    Black, of Philadelphia, Pennsylvania, Andrew P. Goldstein, of Washington, District of Columbia, and Kiernon F.
                                    Quinn, Robert B.  Kershaw, Thomas J.  Minton, and Quinn, Ward and Kershaw, of Baltimore, Maryland, for
                                    Plaintiffs.
                                    William W. Cahill, Sherry H. Flax, and Weinberg & Green, of Baltimore, Maryland, David J. Cynamon and Shaw,
                                    Pittman, Potts & Trowbridge, of Washington, District of Columbia, for Defendant Chevy Chase Savings and Loan
                                    Association, Inc.
                                    Alan L. Tanenbaum, of Bethesda, Maryland, for Defendant Meyers.
                                    Daniel F. Goldstein, Elizabeth M. Kameen, and Brown & Goldstein, of Baltimore, Maryland, for Defendants Finci
                                    and Corletta.
                                    George A. Nilson, Stephen J. Immelt, Sheila Mosmiller Vidmar, and Piper & Marbury, of Baltimore, Maryland, for
                                    Defendant First Maryland Savings and Loan Association.
                                    Michael J. Travieso, Michael W. Skojec, and Gallagher, Evelius and Jones, for Defendants Baltimore County
                                    Savings and Loan Association, Cowenton Savings and Loan Association, Fairmount Savings and Loan Association,
                                    and Madison and Bradford Savings and Loan Association.
                                    Andrew H. Marks, David B. Siegel, Luther Zeigler, and Crowell  [**2]  & Moring, of Washington, District of Columbia,
                                    for Defendants Bass, Dietz, Dolivka, and Elsnic.
                                    Harold H. Burns, Jr. and Maureen F. Mackey, of Baltimore, Maryland, for Defendant Neifeld.
                                    Thomas G. Bodie, William F. Mosner, and Power & Mosner, of Towson, Maryland, for Defendant Laudeman.
                                    Jerold Oshinsky, Nancy A. Markowitz, and Anderson, Baker, Kill & Olick, of Washington, District of Columbia, for
                                    Defendant Pierson.
                                    660 F. Supp. 717, *717; 1987 U.S. Dist. LEXIS 3721, **3721
                                    
                                    
                                    Howard B. Possick and Arent, Fox, Kintner, Plotkin & Kahn, of Washington, District of Columbia, for Defendant
                                    Faulkner.
                                    Stephen C. Winter, T. Bruce Hanley, and Ridgely, Hanley & Winter, of Towson, Maryland, for Defendants Anderson
                                    and Donohue.
                                    Francis S. Brocato, of Baltimore, Maryland, for Defendant Trice.
                                    John H. Zink, III and Cook, Howard, Downes & Tracy, for Defendant Hogg.
                                    John T. Kotelly and Dickstein, Shapiro & Morin, for Defendant Calcara.
                                    Richard H. Gins and Gins & Seeber, for Defendant Dacy.
                                    James P. Ulwick, Michael L. Heikes, and Kramon & Graham, P.A., for Defendant Seidel.
                                    Alva P. Weaver, III, and Charles F. Stein, III, for Defendant Parkville Savings and Loan Association.
                                    Paul F. Kemp, for Defendant Sherman.
                                    Michael Schatzow and Melnicove, Kaufman, Weiner, Smouse & Garbis, for Defendant Sharon Savings and  [**3]
                                    Loan Association.
                                    Lawrence S. Greenwald, William D. Gruhn and Gordon, Feinblatt, Rothman, Hoffberger & Hollander, for Defendant
                                    Kerxton."
1217 (5).pdf     ,1197 ,Judges     ,"Judges:  Frederic N. Smalkin, United States District Judge."
1217 (5).pdf     ,1197 ,Opinion by ,Opinion by: SMALKIN
1217 (5).pdf     ,1219 ,Counsel    ,"Counsel:  [**1]  Moquin & Daley, Edmund P. Daley, Esq., for Plaintiffs.
                                    John A. K. Grunert, Esq., Richard P. Campbell, Esq., Campbell and Associates, for Defendants."
1217 (5).pdf     ,1220 ,Judges     ,"Judges: Young, D.J."
1217 (5).pdf     ,1220 ,Opinion by ,Opinion by: YOUNG
1217 (5).pdf     ,1236 ,Counsel    ,"Counsel:  [**1]  Chadbourne & Parke, for Plaintiffs, By: Charles K. O'Neill, Esq., Claudia L. Taft, Esq.
                                    
                                    
                                    Ohrenstein & Brown, for Defendants, By: Mark J. Bunim, Esq.
                                    Widett, Slater & Goldman, P.C., for Defendants, By: Jerome Gotkin, Esq., Sanford F. Remz, Esq."
1217 (5).pdf     ,1236 ,Judges     ,"Judges: Cedarbaum, J."
1217 (5).pdf     ,1236 ,Opinion by ,Opinion by: CEDARBAUM
1217 (5).pdf     ,1245 ,Opinion by ,Opinion by:  [*1]  MIHM
1217 (5).pdf     ,1262 ,Counsel    ,"Counsel: Butler, Fitzgerald & Potter, P. C. (Raymond Fitzgerald, Andrew W.  Sidman and Deborah Doty of
                                    counsel), for appellant.
                                    Barr & Faerber (Joseph J. Haspel of counsel), for respondent."
1217 (5).pdf     ,1262 ,Judges     ,"Judges: Thompson, J. P.  Rubin and Kunzeman, JJ., concur with Thompson, J.  P.; Spatt, J., dissents and votes
                                    to [***3]  reverse the order insofar as appealed from, on the law, and deny the branch of the plaintiff's motion which
                                    128 A.D.2d 339, *339; 515 N.Y.S.2d 794, **794; 1987 N.Y. App. Div. LEXIS 43565, ***1
                                    
                                    
                                    was to dismiss the fifth counterclaim of the appellant, alleging a violation of the Racketeer Influenced and Corrupt
                                    Organizations Act (RICO; 18 USC § 1961 et seq.), with an opinion in which Eiber, J., concurs."
1217 (5).pdf     ,1262 ,Opinion by ,Opinion by: THOMPSON
1217 (5).pdf     ,1276 ,Judges     ,"Judges:  John A MacKenzie, United States District Judge."
1217 (5).pdf     ,1276 ,Opinion by ,Opinion by:  [**1]  MacKENZIE
1217 (5).pdf     ,1310 ,Counsel    ,"Counsel:  [**1]   Robert H. Rawson, Jr., Joe Sims, & Joseph Winterscheid, of Jones, Day Reavis & Pogue, Robert
                                    M. Duncan, of Jones Day, Reavis & Pogue, Donald R.  Newkirk, of Fleeson, Gooing, Coulson & Kitch, Attorneys for
                                    Plaintiffs and for Counterclaim Defendants.
                                    Joseph M. Alioto, Dan R. Shulman & Penny Tibke, Gary D. McCallister, of Davis, Wright, Unrein, Hummer &
                                    McCallister, Attorneys for Defendant and for Counterclaim Plaintiffs."
1217 (5).pdf     ,1311 ,Judges     ,"Judges: Patrick F. Kelly, Judge."
1217 (5).pdf     ,1311 ,Opinion by ,Opinion by: KELLY
1217 (5).pdf     ,1426 ,Counsel    ,"Counsel: Patricia A. Cutler, for the Plaintiffs-Appellants States of California, Minnesota, and Alabama.
                                    Kenneth R. Reed and Dee Ann Mowry Rogers, for the Plaintiff-Appellant State of Arizona.
                                    Carl W. Divelbiss, for the Plaintiffs-Appellants Arizona Slump Block, Inc. and Smith & Green Corp.
                                    David J. Leonard and David H. Nix, for the class Members-Appellees Allied Concrete, Inc., et al.
                                    Kurt W. Melchior, for the class Members-Appellees ARC Corporation and its subsidiaries.
                                    Ralph E. Hunsaker, Thomas Greene and Thomas F. Catania, Jr., for the Plaintiff-Appellant Arizona Slump Block,
                                    Inc."
1217 (5).pdf     ,1426 ,Judges     ,"Judges:  J. Clifford Wallace, Procter Hug, Jr. and Melvin Brunetti, Circuit Judges."
1217 (5).pdf     ,1426 ,Opinion by ,Opinion by: WALLACE
1217 (5).pdf     ,1444 ,Counsel    ,"Counsel:  [**1]  Earle J. Hereford, Jr., Jerry R. McNaul, Culp, Guterson & Grader, Seattle, Washington, Attorneys
                                    for Plaintiff.
                                    Marvin L. Gray, Jr., Seattle, Washington, Attorneys for Defendant."
1217 (5).pdf     ,1444 ,Judges     ,"Judges:  Barbara J. Rothstein, United States District Judge."
1217 (5).pdf     ,1444 ,Opinion by ,Opinion by: ROTHSTEIN
1217 (5).pdf     ,1458 ,Counsel    ,"Counsel: Joel Marbury Rainer (Jack C. Basham, Jr.; Parker, Hudson, Rainer & Dobbs; William A. Julias; Julias,
                                    Blatt & Blatt, P.C. on brief) for Appellant.
                                    Jonathan Jay Litten (Donald D. Litten; Litten, Sipe and Miller), John Jeffries Miles (Mary Susan Philp; Powers,
                                    Pyles, Sutter & Miles; Phillip C. Stone; Wharton, Aldhizer & Weaver; James G. Welsh; Timberlake, Smith, Thomas
                                    & Moses, P.C.; Frank A. Thomas, III; Shackelford & Honenberger on brief for Appellees."
1217 (5).pdf     ,1459 ,Judges     ,"Judges: Chapman, Circuit Judge, Butzner, Senior Circuit Judge, and Simons, Senior District Judge for the District
                                    of South Carolina, sitting by designation."
1217 (5).pdf     ,1459 ,Opinion by ,Opinion by: BUTZNER
1217 (6).pdf     ,  35 ,Counsel    ,"Counsel:  [**1]  Arthur Kline of Lathrop and Uchner, Gary L. Cowan, P. for Colorado Interstate Gas Company.
                                    Marilyn S. Kite of Holland and Hart, William C. McClearn and James E.  Hartley of Holland and Hart, for Plaintiffs.
                                    Gerald M. Sterns and Charles Foster of Occidental Petroleum Company, for Occidental.
                                    Paul J. Hickey, Thomas Campbell and John T. Cusack and Gordon Nash of Gardner, Carton and Douglas, Joseph
                                    Wells, Neil J. Maloney and Paul E.  Goldstein of Midcon Corporation.
                                    Thomas Nicholas of Hirst and Applegate.
                                    Paul Korman of Gardner, Carton and Douglas.
                                    Michael L. Beatty of The Coastal Corporation.
                                    Roy R. Robertson, Jr. of Midcon Corp., Louis Nizer of Phillips, Nizer, Benjamin, Krim, Phillip Areeda and William
                                    Brown of Brown, Drew, Apostolos, Massey for Defendants.
                                    William Brown of Brown, Drew, Apostolos, Massey & Sullivan, Paul Korman of Gardner, Carton and Douglas and
                                    Roy R. Robertson, Jr., for Defendants.
                                    Phillip Areeda of counsel.
                                    Thomas A. Nicholas III of Hirst & Applegate, P.C. and Michael L. Beatty for The Coastal Corporation."
1217 (6).pdf     ,  35 ,Judges     ,"Judges:  Clarence A. Brimmer, Chief Judge."
1217 (6).pdf     ,  35 ,Opinion by ,Opinion by: BRIMMER
1217 (6).pdf     ,  60 ,Counsel    ,"Counsel: Winthrop G. Gardner, Henry L. Klein, for Appellant.
                                    Sessions, Fishman, Rosenson, Boisfontaine, Nathan & Winn, J. David Forsyth, Lisa J. Avery-Peck, for Appellee."
1217 (6).pdf     ,  60 ,Judges     ,"Judges: Politz, Williams, and Jones, Circuit Judges."
1217 (6).pdf     ,  60 ,Opinion by ,Opinion by: JONES
1217 (6).pdf     ,  70 ,Counsel    ,"Counsel:  [**1]  William J. Dunaj, Esq.; Philip A. Allen, III, Esq., Mershon, Sawyer, Johnston, Dunwody & Cole,
                                    Counsel for Plaintiff.
                                    William B. Killian, Esq.; John M. Barkett, Esq., Steel Hector & Davis, Counsel for Defendant."
1217 (6).pdf     ,  70 ,Judges     ,"Judges:  Stanley Marcus, United States District Judge."
1217 (6).pdf     ,  70 ,Opinion by ,Opinion by: MARCUS
1217 (6).pdf     , 101 ,Counsel    ,"Counsel: Richard J. Prendergast, Richard J. Pendergast, Ltd., for Plaintiff.
                                    Morton Siegel, Siegel, Moses & Schoenstadt, for Defendant."
1217 (6).pdf     , 101 ,Judges     ,"Judges: Wood, Jr., Coffey, and Ripple, Circuit Judges."
1217 (6).pdf     , 101 ,Opinion by ,"Opinion by: WOOD, JR."
1217 (6).pdf     , 118 ,Counsel    ,"Counsel:  [**1]   R. Stephen Berry, Peter John Lesser, Bruce P. White for Plaintiffs and Counterdefendants.
                                    James R. Martin, Mark Erich Weber, Phillip H. Rudolph, Michael M. Grant, Donald M. Peters, for Defendants and
                                    Counterclaimants.
                                    Of"
1217 (6).pdf     , 119 ,Counsel    ,Counsel: Joseph C. O'Neil.
1217 (6).pdf     , 119 ,Judges     ,"Judges:  Paul G. Rosenblatt, District Judge."
1217 (6).pdf     , 119 ,Opinion by ,Opinion by: ROSENBLATT
1217 (6).pdf     , 151 ,Counsel    ,"Counsel: Gary B. Lovell, Esq., Jacob J. Stettin, Esq., for Plaintiffs.
                                    J. Eric Isken, Christopher C. Larkin, Steven M. Cohen, Minda R. Schechter, for Defendants."
1217 (6).pdf     , 151 ,Judges     ,Judges:  DICKRAN Tevrizian.
1217 (6).pdf     , 151 ,Opinion by ,Opinion by: TEVRIZIAN
