Page ,Footnote
1346 ,"41  See See  United States v. McKesson & Robbins, Inc., 351 U.S. 305, 309-310 (1956) ;  United States v. Socony-Vacuum Oil Co., 310  U.S., at 221 . See also  Klor's, Inc . v.  Broadway-Hale Stores, Inc., 359 U.S. 207, 213 (1959) ."
1346 ,42  The Solicitor General correctly observes: The Solicitor General correctly observes:
1346 ,"43  See, See,  e. g.,  United States v. Grinnell Corp., 384 U.S. 563, 571 (1966) ;  United States v. E. I. du Pont de Nemours & Co., 351  U.S., at 394-395 ;  Times-Picayune Publishing Co . v.  United States, 345 U.S. 594, 612, n. 31 (1953) ."
1346 ,"44  See See  546 F.Supp., at 1297-1300 . See also Hochberg & Horowitz, Broadcasting and CATV: The Beauty and the Bane of Major  College Football, 38 Law & Contemp. Prob. 112, 118-120 (1973)."
1346 ,"45  See, See,  e. g., Jefferson Parish Hospital  Dist. No. 2 v. Hyde, 466 U.S., at 27, n. 46 ;  id., at 37-38, n. 7  (O'CONNOR, J., concurring  in judgment);  Fortner Enterprises, Inc . v.  United States Steel Corp., 394 U.S. 495, 504-506, and n. 2 (1969) ."
1346 ,"46  See See  546 F.Supp., at 1298-1300 ."
1346 ,"47  As the District Court observed, As the District Court observed,  id., at 1297 , the most analogous programming in terms of the demographic characteristics of  its audience is professional football, and as a condition of its limited exemption from the antitrust laws the professional football  leagues are prohibited from telecasting games at times that conflict with intercollegiate football. See  15 U. S. C. § 1293 ."
1347 ,"48  We approved of the District Court's reliance on the greater revenue-producing potential and higher television ratings of We approved of the District Court's reliance on the greater revenue-producing potential and higher television ratings of  championship events as opposed to other events to support its market definition.  See  358 U.S., at 250-251 ."
1347 ,"49  For the same reasons, it is also apparent that the unique appeal of NCAA football telecasts for viewers means that ""from the For the same reasons, it is also apparent that the unique appeal of NCAA football telecasts for viewers means that ""from the  standpoint of the consumer -- whose interests the statute was especially intended to serve,""  Jefferson Parish Hospital  Dist. No. 2  v. Hyde, 466 U.S., at 15 , there can be no doubt that college football constitutes a separate market for which there is no  reasonable substitute.  Thus we agree with the District Court that it makes no difference whether the market is defined from the  standpoint of broadcasters, advertisers, or viewers."
1347 ,"50  See, See,  e. g., Jefferson Parish Hospital  Dist. No. 2 v. Hyde, 466 U.S., at 24-25 ;  Northern Pacific R. Co . v.  United States, 356  U.S., at 7-8 ;  Times-Picayune , 345 U.S., at 611-613. Petitioner seems to concede as much.  See Brief for Petitioner 36-37; Tr. of  Oral Arg. 6."
1347 ,"51  See See  Citizen Publishing Co . v.  United States, 394 U.S. 131, 134-136 (1969) ;  United States v. Sealy, Inc., 388 U.S., at 353 ;  Timken Roller Bearing Co . v.  United States, 341 U.S. 593, 597-598 (1951) ;  Associated Press v. United States, 326 U.S., at 15- 16 ."
1348 ,"52  See See  546 F.Supp., at 1306-1308 ."
1348 ,"53  Compare Compare  id., at 1307-1308  (""The colleges are clearly able to negotiate agreements with whatever broadcasters they choose.   We are not dealing with tens of thousands of relatively brief musical works, but with three-hour football games played eleven  times each year""), with  Broadcast Music, 441 U.S., at 22-23  (footnotes omitted) (""[To] the extent the blanket license is a different  product, ASCAP is not really a joint sales agency offering the individual goods of many sellers, but is a separate seller offering  its blanket license, of which the individual compositions are raw material.  ASCAP, in short, made a market in which individual  composers are inherently unable to compete fully effectively"")."
1348 ,"54  Ensuring that individual members of a joint venture are free to increase output has been viewed as central in evaluating the Ensuring that individual members of a joint venture are free to increase output has been viewed as central in evaluating the  competitive character of joint ventures.  See Brodley, Joint Ventures and Antitrust Policy, 95 Harv. L. Rev. 1523, 1550-1552,  1555-1560 (1982). See also Note, United Charities and the Sherman Act, 91 Yale L. J. 1593 (1982)."
1348 ,"55  If the NCAA faced ""interbrand"" competition from available substitutes, then certain forms of collective action might be If the NCAA faced ""interbrand"" competition from available substitutes, then certain forms of collective action might be  appropriate in order to enhance its ability to compete. See  Continental T. V., Inc ., 433 U.S., at 54-57. Our conclusion concerning  the availability of substitutes in Part III,  supra , forecloses such a justification in this case, however."
1348 ,"56  The NCAA's plan is not even arguably related to a desire to protect live attendance by ensuring that a game is not televised in The NCAA's plan is not even arguably related to a desire to protect live attendance by ensuring that a game is not televised in  the area where it is to be played.  No cooperative action is necessary for that kind of ""blackout."" The home team can always  refuse to sell the right to telecast its game to stations in the immediate area.  The NCAA does not now and never has justified its  television plan by an interest in assisting schools in ""blacking out"" their home games in the areas in which they are played."
1348 ,"57  During this period, the NCAA also expressed its concern to Congress in urging it to limit the antitrust exemption professional During this period, the NCAA also expressed its concern to Congress in urging it to limit the antitrust exemption professional  football obtained for telecasting its games to contests not held on Friday or Saturday when such telecasts might interfere with  attendance at intercollegiate games. See H. R. Rep. No. 1178, 87th Cong., 1st Sess., 3-4 (1961); 107 Cong. Rec. 20060-20061 "
1349 ,"58  See See  546 F.Supp., at 1295-1296, 1315 ."
1349 ,"59  ""[The] greatest flaw in the NCAA's argument is that it is manifest that the new plan for football television does not limit ""[The] greatest flaw in the NCAA's argument is that it is manifest that the new plan for football television does not limit  televised football in order to protect gate attendance. The evidence shows that under the new plan, many areas of the country  will have access to nine hours of college football television on several Saturdays in the coming season.  Because the 'ground  rules' eliminate head-to-head programming, a full nine hours of college football will have to be shown on television during a nine- to-twelve hour period on almost every Saturday of the football season in most of the major television markets in the country.  It  can hardly be said that such a plan is devised in order to protect gate attendance.""  Id., at 1296 ."
1349 ,"60  Ironically, to the extent that the NCAA's position has merit, it rests on the assumption that football telecasts are a unique Ironically, to the extent that the NCAA's position has merit, it rests on the assumption that football telecasts are a unique  product.  If, as the NCAA argues, see  supra, at 111-112 , all television programming is essentially fungible, it would not be  possible to protect attendance without banning all television during the hours at which intercollegiate football games are held."
1349 ,"61  See Part II, See Part II,  supra ."
1349 ,"62  It seems unlikely, for example, that there would have been a greater disparity between the football prowess of Ohio State It seems unlikely, for example, that there would have been a greater disparity between the football prowess of Ohio State  University and that of Northwestern University in recent years without the NCAA's television plan.  The District Court found that  in fact the NCAA has been strikingly unsuccessful if it has indeed attempted to prevent the emergence of a ""power elite"" in "
1350 ,"63  Indeed, the District Court found that the basic reason the television plan has endured is that the NCAA is in effect controlled by Indeed, the District Court found that the basic reason the television plan has endured is that the NCAA is in effect controlled by  schools that are not restrained by the plan:"
1350 ,"64  Moreover, the District Court found that those schools which would realize increased revenues in a free market would not Moreover, the District Court found that those schools which would realize increased revenues in a free market would not  funnel those revenues into their football programs.  See  id., at 1310 ."
1350 ,"65  See See  id., at 1296, 1309-1310 ."
1350 ,"66  See See  id., at 1284-1285, 1299 ."
1350 ,"67  See See  Continental T. V., Inc ., 433 U.S., at 54-57. See also n. 55,  supra ."
1351 ,"68  This is true not only for television viewers, but also for athletes.  The District Court's finding that the television exposure of all This is true not only for television viewers, but also for athletes.  The District Court's finding that the television exposure of all  schools would increase in the absence of the NCAA's television plan means that smaller institutions appealing to essentially  local or regional markets would get more exposure if the plan is enjoined, enhancing their ability to compete for student athletes."
1353 ,"1  Television plans with similar features have been in place since 1951.  The 1951-1953 plans were submitted to the Antitrust Television plans with similar features have been in place since 1951.  The 1951-1953 plans were submitted to the Antitrust  Division of the Department of Justice for review.  The Department took the matter ""under study,"" App. 284-285, and, until this  litigation, has apparently never taken the position that the NCAA's television plans were unlawful."
1354 ,"2  This litigation was triggered by the NCAA's response to an attempt by the College Football Association (CFA), an organization This litigation was triggered by the NCAA's response to an attempt by the College Football Association (CFA), an organization  of the more dominant football-playing schools and conferences, to develop an independent television plan.  To the extent that its  plan contains features similar to those condemned as anticompetitive by the Court, the CFA may well have antitrust problems of  its own.  To the extent that they desire continued membership in the NCAA, moreover, participation in a television plan  developed by the CFA will not exempt football powers like respondents from the many kinds of NCAA controls over television  appearances that the Court does not purport to invalidate."
1366 ,"1  In this opinion we use the term ""claim preclusion"" to refer to ""res judicata"" in a narrow sense, In this opinion we use the term ""claim preclusion"" to refer to ""res judicata"" in a narrow sense,  i. e ., the preclusive effect of a  judgment in foreclosing litigation of matters that should have been raised in an earlier suit.  In contrast, we use the term ""issue  preclusion"" to refer to the effect of a judgment in foreclosing relitigation of a matter that has been litigated and decided.  See  Migra v. Warren City School Dist. Bd. of Ed., 465 U.S. 75, 77, n. 1 (1984) ."
1368 ,"2  Our analysis does not necessarily suggest that the Court of Appeals for the Fourth Circuit erred in its holding in Our analysis does not necessarily suggest that the Court of Appeals for the Fourth Circuit erred in its holding in  Nash County  Board of Education v. Biltmore Co., 640 F.2d 484 , cert. denied,  454 U.S. 878 (1981) . The Court of Appeals there applied federal "
1369 ,"3  THE CHIEF JUSTICE notes that preclusion rules bar the splitting of a cause of action between a court of limited jurisdiction and THE CHIEF JUSTICE notes that preclusion rules bar the splitting of a cause of action between a court of limited jurisdiction and  one of general jurisdiction, and suggests that state requirements of jurisdictional competency may leave unclear whether a state  court action precludes a subsequent federal antitrust claim.  Post , at 388-390.  The rule that the judgment of a court of limited  jurisdiction concludes the entire claim assumes that the plaintiff might have commenced his action in a court  in the same system  of courts  that was competent to give full relief.  See  Restatement (Second) of Judgments § 24, Comment g  (1982).  Moreover,  the jurisdictional competency requirement generally is understood to imply that state court litigation based on a state statute  analogous to a federal statute,  e. g ., a state  antitrust law , does not bar subsequent attempts to secure relief in federal court if  the state court lacked jurisdiction over the federal statutory claim.   Id .,  § 26(1)(c) , Illustration 2.  Although a particular State's  preclusion principles conceivably could support a rule similar to that proposed by THE CHIEF JUSTICE,  post , at 390-391, where  state preclusion rules do not indicate that a claim is barred, we do not believe that federal courts should fashion a federal rule to  preclude a claim that could not have been raised in the state proceedings."
1371 ,"1  E. g E. g ., by inquiring whether the plaintiff could have raised the question whether the defendant violated a particular statute."
1371 ,"2  E. g E. g ., by inquiring whether the plaintiff could have raised the question whether the defendant engaged in a group boycott."
1372 ,"3  Compare Compare  Restatement (Second) of Judgments § 24, Comment g, Illustration 14 , pp. 204-205 (1982):"
1372 ,"4  By contrast, when a federal court construes substantive rights and obligations under state law in the context of a diversity By contrast, when a federal court construes substantive rights and obligations under state law in the context of a diversity  action, the federal interest is insignificant and the state's interest is much more direct than it is in the present situation, even if the  relevant state law is ambiguous."
1379 ,*  Ronald A. Zumbrun and Robert K. Best filed a brief for the Pacific Legal Foundation as amicus curiae urging reversal. Ronald A. Zumbrun and Robert K. Best filed a brief for the Pacific Legal Foundation as amicus curiae urging reversal.
1380 ,1  The City is located in both Eau Claire and Chippewa Counties. The City is located in both Eau Claire and Chippewa Counties.
1380 ,"2  The complaint also alleged violations of the Federal Water Pollution Control Act, The complaint also alleged violations of the Federal Water Pollution Control Act,  33 U. S. C. § 1251 et seq. , and of a common- law duty of a utility to serve.  The District Court dismissed these claims, and they are not at issue in this Court."
1381 ,"3  Midcal Midcal  was originally brought as a mandamus action seeking an injunction against a state agency, the California Department of  Alcoholic Beverage Control.  The State played no role, however, in setting prices or reviewing their reasonableness, activities  carried out by the private wine dealers.   445 U.S., at 100-101 . The mere fact that the state agency was a named defendant was  not sufficient to alter the state action analysis from that appropriate to a case involving the state regulation of private  anticompetitive acts.  See  Southern Motor Carriers Rate Conference, Inc . v.  United States, post , at 56-57."
1382 ,4  There is no such order of the Department of Natural Resources at issue in this case. There is no such order of the Department of Natural Resources at issue in this case.
1382 ,"5  The Towns also rely on Wis. Stat. Ann. §§ 66.076(1) and 66.30 (1965 and Supp. 1984) to argue that the State's policy on the The Towns also rely on Wis. Stat. Ann. §§ 66.076(1) and 66.30 (1965 and Supp. 1984) to argue that the State's policy on the  provision of sewage services is actually procompetitive.  This claim must fail because, aside from the fact that it was not raised  below, the provisions relied upon do not support the contention.  First, it is true that § 66.076(1) permits certain municipalities,  including towns, to operate sewage systems.  The provision is simply a general enabling statute, however, not a mandatory  prescription.  In addition, subsection (8) of § 66.076 incorporates into the enabling statute all of the limitations of § 66.069,  including the power to limit the area of service.  Thus, § 66.076(1) does not express a procompetitive state attitude."
1383 ,6  Nor does it help the Towns' claim that the statutes leave to the City the discretion whether to provide sewage services.  States Nor does it help the Towns' claim that the statutes leave to the City the discretion whether to provide sewage services.  States  must always be free to delegate such authority to their political subdivisions.
1383 ,"7  Requiring such a close examination of a state legislature's intent to determine whether the federal antitrust laws apply would be Requiring such a close examination of a state legislature's intent to determine whether the federal antitrust laws apply would be  undesirable also because it would embroil the federal courts in the unnecessary interpretation of state statutes.  Besides  burdening the courts, it would undercut the fundamental policy of  Parker  and the state action doctrine of immunizing state action  from federal antitrust scrutiny.  See 1 P. Areeda & D. Turner,  Antitrust Law  para. 212.3(b) (Supp. 1982)."
1383 ,"8  Our view of the legislature's intent is supported by Our view of the legislature's intent is supported by  Town of Hallie v. City of Chippewa Falls, 105 Wis. 2d 533, 314 N. W. 2d 321  (1982) , in which the Supreme Court of Wisconsin rejected the Town of Hallie's challenge under state antitrust laws against the  City of Chippewa Falls in a case quite similar to the one at bar.  There, the Town of Hallie argued that the City's refusal to  provide it with sewage treatment services, the requirement of annexation, and the City's conditioning of the provision of  treatment services on the acceptance also of sewage collection and other city services, violated the state antitrust laws. The  State Supreme Court disagreed, concluding that the legislature intended the City to undertake the challenged actions.  Those  actions therefore were exempt from the State's antitrust laws. Analyzing §§ 66.069(2)(c) and 144.07(1m), the court concluded  that the legislature had ""viewed annexation by the city of a surrounding unincorporated area as a reasonable  quid pro quo  that a  city could require before extending sewer services to the area.""  Id., at 540-541, 314 N. W. 2d, at 325 ."
1384 ,"9  Among other things, municipal conduct is invariably more likely to be exposed to public scrutiny than is private conduct. Among other things, municipal conduct is invariably more likely to be exposed to public scrutiny than is private conduct.   Municipalities in some States are subject to ""sunshine"" laws or other mandatory disclosure regulations, and municipal officers,  unlike corporate heads, are checked to some degree through the electoral process.  Such a position in the public eye may  provide some greater protection against antitrust abuses than exists for private parties."
1384 ,"10  In cases in which the actor is a state agency, it is likely that active state supervision would also not be required, although we In cases in which the actor is a state agency, it is likely that active state supervision would also not be required, although we  do not here decide that issue.  Where state or municipal regulation by a private party is involved, however, active state  supervision must be shown, even where a clearly articulated state policy exists.  See  Southern Motor Carriers Rate Conference,  Inc . v.  United States, post , at 62."
1391 ,"*  Briefs of amici curiae urging reversal were filed for the American Movers Conference et al. by James A. Calderwood, Edward J. Briefs of amici curiae urging reversal were filed for the American Movers Conference et al. by James A. Calderwood, Edward J.  Kiley, and Robert R. Harris; and for the Edison Electric Institute by S. Eason Balch and H. Hampton Boles."
1392 ,1  N. C. Gen. Stat. § 62-130(a) N. C. Gen. Stat. § 62-130(a)  (1982); Ga. Code Ann. § 46-7-18 (Supp. 1984);  Miss. Code Ann. § 77-7-217  (1972);  Tenn. Code  Ann. § 65-15-106(a)  (Supp. 1984).
1392 ,2  N. C. Gen. Stat. § 62-134(a) N. C. Gen. Stat. § 62-134(a)  (1982);  Ga. Code Ann. § 46-2-25(a)  (1982);  Miss. Code Ann. §§ 77-7-211  and  77-7-215  (1972);  Tenn. Code Ann. § 65-5-202  (1982).
1392 ,3  N. C. Gen. Stat. § 62-134(b) N. C. Gen. Stat. § 62-134(b)  (1982);  Ga. Code Ann. § 46-2-25(b)  (1982);  Miss. Code Ann. §§ 77-7-217  and  77-7-219  (1972);  Tenn. Code Ann. § 65-5-203(a)  (Supp. 1984).
1393 ,"4  N. C. Gen. Stat. § 62-152.1(b) N. C. Gen. Stat. § 62-152.1(b)  (1982); Ga. Code Ann. § 46-7-18 (Supp. 1984), Ga. Pub. Serv. Comm'n Rule 1-3-1-.14 (1983);  Response of the State of Mississippi and the Mississippi Public Service Comm'n as  Amici Curiae  in No. 76-1909A (ND Ga.  1977), p. 11; Tenn. Code Ann. § 65-15-119 (Supp. 1984), Tenn. Pub. Serv. Comm'n Rule 1220-2-1-.40, Rules, Regulations and  Statutes Governing Motor Carriers, p. 29 (1974)."
1393 ,"5  See, See,  e. g ., Response of the State of Mississippi and the Mississippi Public Service Comm'n,  supra , at 15-16."
1393 ,"6  N. C. Gen. Stat. § 62-152.1(e) N. C. Gen. Stat. § 62-152.1(e)  (1982); Ga. Pub. Serv. Comm'n Rule 1-3-1-.14,  supra ; Response of the State of Mississippi and  the Mississippi Public Service Comm'n,  supra , at 11; Tenn. Pub. Serv. Comm'n Rule 1220-2-1-.40,  supra ."
1393 ,"7  At the time this action was filed, SMCRC represented its common carrier members before Public Service Commissions in North At the time this action was filed, SMCRC represented its common carrier members before Public Service Commissions in North  Carolina, Georgia, Mississippi, Tennessee, and Alabama.  SMCRC, however, is no longer active before the Alabama Public  Service Commission.  Brief for Petitioners 3, n. 2.  NCMCA represents its members before the regulatory agency in North  Carolina."
1393 ,"8  SMCRC has a separate rate committee for each of the States in which its members operate -- North Carolina, Georgia, SMCRC has a separate rate committee for each of the States in which its members operate -- North Carolina, Georgia,  Mississippi, and Tennessee.  NCMCA, which is concerned solely with matters before the North Carolina Public Service  Commission, has only one rate committee."
1393 ,"9  In addition to providing a forum for their members to discuss rate proposals, the rate bureaus: ""[(i)] publish tariffs and In addition to providing a forum for their members to discuss rate proposals, the rate bureaus: ""[(i)] publish tariffs and  supplements containing the rates on which the carriers agree; and [(ii)] provide counsel, staff experts, and facilities for the  preparation of cost studies, other exhibits and testimony for use in support of proposed rates at hearings held by the regulatory  commissions.""  702 F.2d 532, 534 (1983) ."
1393 ,"10  Motor Carriers Traffic Association, Inc. (MCTA), another rate bureau operating in North Carolina, also was named as a Motor Carriers Traffic Association, Inc. (MCTA), another rate bureau operating in North Carolina, also was named as a  defendant.  MCTA did not appeal from the District Court's judgment, and is not a party before this Court."
1394 ,"11  The defendants also contended that their collective ratemaking activities were protected by the The defendants also contended that their collective ratemaking activities were protected by the  Noerr-Pennington  doctrine.   See  Eastern Railroad Presidents Conference v. Noerr Motor Freight, Inc., 365 U.S. 127 (1961) ;  Mine Workers v. Pennington,  381 U.S. 657 (1965) . Both the District Court and the Court of Appeals rejected this defense, and we do not address it.  See n.  17,  infra ."
1394 ,"12  A panel of that court, with one judge dissenting, had affirmed the District Court's judgment. A panel of that court, with one judge dissenting, had affirmed the District Court's judgment.   United States v. Southern Motor  Carriers Rate Conference, Inc., 672 F.2d 469 (1982) ."
1394 ,"13  In this case, the Government elected, without explanation, not to name as defendants the state Public Service Commissions In this case, the Government elected, without explanation, not to name as defendants the state Public Service Commissions  that regulated the motor common carriers' intrastate rates."
1394 ,"14  The en banc Court of Appeals reinstated the part of the panel's opinion that addressed the Sherman Act violation. The en banc Court of Appeals reinstated the part of the panel's opinion that addressed the Sherman Act violation.   702 F.2d,  at 542 ."
1394 ,"15  Judge Clark's separate dissenting opinion criticized the majority for ignoring ""the Interstate Commerce Act, public policy, Judge Clark's separate dissenting opinion criticized the majority for ignoring ""the Interstate Commerce Act, public policy,  history, and fairness.""  Id., at 548 ."
1394 ,"16  The joint petition for a writ of certiorari was filed by SMCRC, NCMCA, and the NARUC. The joint petition for a writ of certiorari was filed by SMCRC, NCMCA, and the NARUC."
1395 ,"17  Although we granted certiorari on the Although we granted certiorari on the  Noerr-Pennington  issue as well, see n. 11,  supra , our disposition of this case makes it  unnecessary to consider the applicability of that doctrine to the petitioners' collective ratemaking activities."
1395 ,"18  JUSTICE STEVENS, noting that ""[implied] antitrust immunities . . . are disfavored . . . ,"" JUSTICE STEVENS, noting that ""[implied] antitrust immunities . . . are disfavored . . . ,""  post , at 67, cites  United States v.  South-Eastern Underwriters Assn., 322 U.S. 533 (1944) , for the proposition that ""if exceptions are to be written into the Sherman  Act, they must come from Congress, and not this Court.""  Id., at 561 . The dissent apparently finds some significance in the fact  that no federal statute expressly exempts the petitioners' collective ratemaking activities from the antitrust laws. See  post , at 70."
1395 ,"19  In holding that the States were free to regulate ""domestic commerce,"" the  In holding that the States were free to regulate ""domestic commerce,"" the  Parker  Court relied upon congressional silence.   There are, however, some statements in the legislative history that affirmatively express a desire not ""to invade the legislative  authority of the several States. . . ."" H. R. Rep. No. 1707, 51st Cong., 1st Sess., 1 (1890).  See  Cantor v. Detroit Edison Co., 428  U.S. 579, 632 (1976)  (Stewart, J., dissenting)."
1396 ,"20  As we hold today in As we hold today in  Hallie  v.  Eau Claire, ante , at 46, the second prong of the  Midcal  test is inapplicable to municipalities.   Although its anticompetitive conduct must be taken pursuant to a clearly articulated state policy, a municipality need not be  supervised by the State in order to qualify for  Parker  immunity. See  ante , at 46."
1396 ,"21  The dissent argues that a state regulatory program is entitled to The dissent argues that a state regulatory program is entitled to  Parker  immunity only if an antitrust exemption is ""'necessary .  . . to make the [program] work. . . .'""  Post , at 74 (quoting  Cantor v. Detroit Edison Co., supra, at 597 ). This argument overlooks  the fact that, with the exception of a questionable dictum in  Cantor, supra , the dissent's proposed test has been used only in  deciding whether Congress intended to immunize a federal regulatory program from the Sherman Act's proscriptions.  See,  e. g.,  Silver v. New York Stock Exchange, 373 U.S. 341, 357 (1963) . In this context, if the federal courts wrongly conclude that an  antitrust exemption is ""unnecessary,"" Congress can correct the error.  As the dissent recognizes, however, the  Supremacy  Clause  would prevent state legislatures from taking similar remedial action.   Post , at 67.  Moreover, the proposed test would  prompt the ""kind of interference with state sovereignty . . . that . . .  Parker  was intended to prevent."" 1 P. Areeda & D. Turner,  Antitrust Law  para. 214, p. 88 (1978).  Therefore, we hold that  HN3 [ ] state action immunity is not dependent on a finding that  an exemption from the federal antitrust laws is ""necessary."""
1397 ,"22  HN6 HN6 [ ] Under the Interstate Commerce Act, motor common carriers are permitted, but not compelled, to engage in collective "
1398 ,"23  Contrary to the Government's arguments, our holding here does not suggest that a State may ""give immunity to those who Contrary to the Government's arguments, our holding here does not suggest that a State may ""give immunity to those who  violate the Sherman Act by authorizing them to violate it.""  Parker v. Brown, 317 U.S., at 351 ; see  Schwegmann Bros . v.  Calvert  Distillers Corp., 341 U.S. 384 (1951) . A clearly articulated  permissive  policy will satisfy the first prong of the  Midcal  test.  The  second prong, however, prevents States from ""casting . . . a gauzy cloak of state involvement over what is essentially a private  price-fixing arrangement.""  Midcal, 445 U.S., at 106 . This active supervision requirement ensures that a State's actions will  immunize the anticompetitive conduct of private parties only when the ""state has demonstrated its commitment to a program  through its exercise of regulatory oversight."" See 1 P. Areeda & D. Turner,  Antitrust Law  § 213a, p. 73 (1978)."
1398 ,24  N. C. Gen. Stat. § 62-152.1(b) N. C. Gen. Stat. § 62-152.1(b)  (1982); Ga. Code Ann. § 46-7-18 (1982 and Supp. 1984); Tenn. Code Ann. § 65-15-119  (1982).
1399 ,"25  The Mississippi statute stands in sharp contrast to the Colorado Home Rule Amendment, which we considered in The Mississippi statute stands in sharp contrast to the Colorado Home Rule Amendment, which we considered in  Community  Communications Co . v.  Boulder, 455 U.S. 40 (1982) . In  Boulder , the State Constitution gave municipalities extensive powers of  self-government.   Id., at 43-44 . Pursuant to this authority, the City of Boulder prohibited a cable television company from  expanding its operations.  The Court held that because the Home Rule Amendment did not evidence an intent to displace  competition in the cable television industry,  id., at 55 , Boulder's anticompetitive ordinance was not enacted pursuant to a clearly  articulated state policy. This holding was premised on the fact that Boulder, as a ""home rule municipality,"" was authorized to  elect free-market competition as an alternative to regulation.  Id., at 56 ."
1400 ,"1  ""Every contract, combination in the form of trust or otherwise, or conspiracy, in restraint of trade or commerce among the ""Every contract, combination in the form of trust or otherwise, or conspiracy, in restraint of trade or commerce among the  several States, or with foreign nations, is declared to be illegal.""  15 U. S. C. § 1 ."
1400 ,"2  Of course, public agencies like municipalities need only establish that their anticompetitive conduct is taken pursuant to a Of course, public agencies like municipalities need only establish that their anticompetitive conduct is taken pursuant to a  clearly articulated and affirmatively expressed state policy.  Hallie  v.  Eau Claire, ante , at 46-47.  The less stringent requirement  reflects the presumption ""that the municipality acts in the public interest.""  Ante , at 45; cf.  Affiliated Capital Corp . v.  City of  Houston, 735 F.2d 1555, 1571-1572 (CA5 1984)  (en banc) (Higginbotham, J., concurring), cert. pending, No. 84-951."
1400 ,"3  United States v. Socony-Vacuum Oil Co., 310 U.S. 150, 222 (1940) United States v. Socony-Vacuum Oil Co., 310 U.S. 150, 222 (1940) ; see also  Goldfarb v. Virginia State Bar, 421 U.S. 773, 785  (1975) ;  United States v. McKesson & Robbins, Inc., 351 U.S. 305, 309-310 (1956) ;  United States v. Paramount Pictures, Inc.,  334 U.S. 131, 143 (1948) ."
1401 ,"4  ""This Constitution, and the Laws of the United States which shall be made in Pursuance thereof . . . shall be the supreme Law ""This Constitution, and the Laws of the United States which shall be made in Pursuance thereof . . . shall be the supreme Law  of the Land; and the Judges in every State shall be bound thereby, any Thing in the Constitution or Laws of any State to the  Contrary notwithstanding.""  U.S. Const., Art. VI, cl. 2 ."
1401 ,"5  E. g., E. g.,  National Gerimedical Hospital and Gerontology Center v. Blue Cross of Kansas City, 452 U.S. 378, 388-389 (1981) ;  United States v. National Assn. of Securities Dealers, Inc., 422 U.S. 694, 719-720 (1975) ."
1401 ,"6  E. g., Group Life & Health Insurance Co E. g., Group Life & Health Insurance Co . v.  Royal Drug Co., 440 U.S. 205, 231 (1979) ;  Abbott Laboratories v. Portland Retail  Druggists Assn., Inc., 425 U.S. 1, 11 (1976) ."
1401 ,"7  ""In [ ""In [ Keogh v. Chicago & Northwestern R. Co., 260 U.S. 156 (1922)] , the suit was one for damages under the Sherman Act. The  charge was that the defendant carriers had formed a rate bureau or committee to secure agreement in respect to freight rates  among the constituent railroad companies which would otherwise be competing carriers. As we have seen, the Court held that  damages could not be recovered.  But Mr. Justice Brandeis speaking for a unanimous Court stated that a conspiracy to fix rates  might be illegal though the rates fixed were reasonable and nondiscriminatory.  He said . . . : 'All the rates fixed were reasonable  and non-discriminatory.  That was settled by the proceedings before the Commission. . . .  But under the Anti-Trust Act, a  combination of carriers to fix reasonable and non-discriminatory rates may be illegal; and if so, the Government may have  redress by criminal proceedings under § 3, by injunction under § 4, and by forfeiture under § 6.  That was settled by  United  States v. Trans-Missouri Freight Association, 166 U.S. 290  [1897], and  United States v. Joint Traffic Association, 171 U.S. 505   [1898].  The fact that these rates had been approved by the Commission would not, it seems, bar proceedings by the  Government.' [ 260 U.S., at 161-162 ].""  Georgia v. Pennsylvania R. Co., 324 U.S. 439, 457-458 (1945) . Although the Court in  Pennsylvania Railroad  was divided on the question whether Georgia could pursue its antitrust remedy by invoking this Court's  original jurisdiction, the dissenting Justices recognized that the United States could obtain an injunction against the alleged price  fixing in an appropriate forum.  See  id., at 484, 489  (Stone, C. J., dissenting).  It is, of course, the United States that seeks relief  in the case now before us."
1402 ,"8  ""Parties to any agreement approved by the Commission under this section and other persons are . . . hereby relieved from the ""Parties to any agreement approved by the Commission under this section and other persons are . . . hereby relieved from the  operation of the antitrust laws with respect to the making of such agreement, and with respect to the carrying out of such  agreement in conformity with its provisions and in conformity with the terms and conditions prescribed by the Commission."" 62  Stat. 473.  The current version of the exemption is codified at  49 U. S. C. § 10706(b)(2) ."
1402 ,"9  94 Stat. 803, 94 Stat. 803,  49 U. S. C. §§ 10706(b)(3)(B)-(D) ."
1403 ,"10  See, See,  e. g.,  Cantor v. Detroit Edison Co., 428 U.S., at 609  (BLACKMUN, J., concurring in judgment)."
1403 ,"11  For the proposition stated, the Court relied on For the proposition stated, the Court relied on  Goldfarb v. Virginia State Bar, 421 U.S., at 791 ;  Continental Co . v.  Union  Carbide, 370 U.S. 690, 706-707 (1962) ;  Parker v. Brown, 317 U.S. 341, 351 (1943) ;  Union Pacific R. Co . v.  United States, 313  U.S. 450, 467-468 (1941) ; and  Northern Securities Co . v.  United States, 193 U.S. 197, 346 (1904) ."
