Page,Footnote
1490,"4  ""PURCHASE RIGHTS"
1490,"5  Paragraph 26 of the distributor agreement provides: ""DIRECT SALES"
1490,"6  ""WHEREAS, pursuant to Article 26 of the Distributor Agreement, CISA may forward orders received from BUYER to an"
1490,"7  Mitsubishi is jointly owned by Chrysler and by Mitsubishi Heavy Industries, Ltd., a Japanese corporation.   ."
1490,"8  That clause reads as follows: ""ARBITRATION OF CERTAIN MATTERS"
1491,"9  Even if Mitsubishi can prove that it did not violate any provision of the contract, such proof would not necessarily constitute a"
1491,"10   provides: ""A written provision in any maritime transaction or a contract evidencing a transaction involving commerce to settle by arbitration"
1492,"11  In his dissent in  , Justice Black quoted the following"
1492,"12  ""The dispute between these parties over the alleged shortage in defendant's inventory of European trademarks, a matter"
1492,"13  It is interesting to note that in  , the Court"
1493,"14  ""Moreover, the factfinding process in arbitration usually is not equivalent to judicial factfinding.  The record of the arbitration"
1494,15  .
1494,16  .
1494,17  .
1494,18  .
1495,"19  See 32 Stat. 823, 88 Stat. 1708, repealed 98 Stat. 3358 (Pub. L. 98-620, § 402(11)).  The Act still provides an avenue for"
1495,"20  ""Any person who shall be injured in his business or property by any other person or corporation by reason of anything"
1495,"21  ""We have often indicated the inappropriateness of invoking broad common-law barriers to relief where a private suit serves"
1495,"22  Under the Panama Canal Act, any private shipper -- in addition to the United States -- may also bring an action seeking to bar"
1496,"23  In  , Judge Posner wrote: ""The suit brought by Unimarc and Huff . . . raises issues of state tort and contract law and federal  .  The tort and"
1496,24  See  .
1497,25    .
1497,"26   (Coffin, J., for the court) (opinion below)."
1497,"27   (Wisdom, J., for the court)."
1497,"28   (Posner, J., for the court);"
1497,"29   (Lay, J., for the court), cert. denied,  ."
1497,"30   (Browning, C. J., for the court);"
1497,"31  The arbitration procedure in this case does not provide any right to evidentiary discovery or a written decision, and requires"
1497,"32  The greatest risk, of course, is that the arbitrator will condemn business practices under the antitrust laws that are efficient in a"
1497,33  The Court notes that some courts which have held that agreements to arbitrate antitrust claims generally are unenforceable
1498,"34  Indeed, it has been argued that a state may refuse to enforce an agreement to arbitrate a subject matter which is nonarbitrable"
1499,"35  For example, the Cour de Cassation in Belgium has held that disputes arising under a Belgian statute limiting the unilateral"
1499,"36  For example, the Federal Republic of Germany has a vigorous antitrust program, and prohibits the enforcement of predispute"
1500,"37  Cf.   v.  , [1980] Foro Italiano I 190 (Corte Cass. Italy), in 6 Yearbook Commercial"
1500,38  Cf.   (Japanese general trading company's wholly owned
1500,"39  The Court's opinion in  , does not take issue with my assertion, in dissent, that"
1501,"40  Automobile Dealer's Day in Court Act,  ."
1501,"41  ., Charter of the United Nations and Statute of the International Court of Justice, 59 Stat. 1031, T.S. No. 993 (1945);"
1507,"*  Briefs of amici curiae urging reversal were filed for the California Housing Council, Inc., by Carla A. Hills and William C. Kelly,"
1508,"1  In 1982, while this case was pending in the California Court of Appeal, the Berkeley electorate enacted the ""Tenants' Rights"
1511,"2  Though they have not pressed the point with any vigor in this Court, appellants have suggested that Berkeley's rent controls"
1512,"1  When Berkeley's charter amendment was passed in 1972,   read: ""For its own government, a county or city may adopt a charter by majority vote of its electors voting on the question.  The charter"
1513,"2  The 1972 charter provision permitted individual adjustments of the across-the-board rent ceiling only on a unit-by-unit basis,"
1514,"1   held that a ""state statute is not pre-empted by the federal antitrust laws simply because the state scheme might have an"
1515,"2  The Court would distinguish   and   based on the role of private parties in setting prices.   , at 268-269."
1516,"3  At that time, the State Constitution required the legislature to approve city charter amendments.  See   v."
1526,*  Briefs of amici curiae urging reversal were filed for the Government of Japan by Stephen M. Shapiro; and for the American
1526,"1  NUE had filed its complaint four years earlier, in the District Court for the District of New Jersey.  Zenith's complaint was filed"
1527,"2  The inadmissible evidence included various government records and reports,  . v."
1527,3  The District Court ruled separately that petitioners were entitled to summary judgment on respondents' claims under the
1528,"4  As to 3 of the 24 defendants, the Court of Appeals affirmed the entry of summary judgment. Petitioners are the 21 defendants"
1528,"5  In addition to these inferences, the court noted that there was expert opinion evidence that petitioners' export sales ""generally"
1529,"6  The Sherman Act does reach conduct outside our borders, but only when the conduct has an effect on American commerce."
1529,"7  Respondents also argue that the check prices, the five company rule, and the price fixing in Japan are all part of one large"
1530,"8  Throughout this opinion, we refer to the asserted conspiracy as one to price ""predatorily."" This term has been used chiefly in"
1530,9  We do not consider whether recovery should   be available on a theory such as respondents' when the pricing in question is
1530,10  Respondents argued before the District Court that petitioners had failed to carry their initial burden under
1530,"11   provides, in relevant part: HN1 ["
1531,"12  See n. 10,  ."
1533,13  NUE's complaint alleges that petitioners' conspiracy began as early as 1960; the starting date used in Zenith's complaint is
1533,"14  During the same period, the number of American firms manufacturing television sets declined from 19 to 13.  5 App. to Brief"
1533,"15  Respondents offer no reason to suppose that entry into the relevant market is especially difficult, yet without barriers to entry it"
1533,16  The alleged predatory scheme makes sense only if petitioners can recoup their losses.  In light of the large number of firms
1534,"17  The predators' losses must actually   as the conspiracy nears its objective: the greater the predators' market share, the  more products the predators sell; but since every sale brings with it a loss, an increase in market share also means an increase  in predatory losses. 18  The same is true of any supposed excess production capacity that petitioners may have possessed.  The existence of plant"
1534,19  Respondents also rely on an expert study suggesting that petitioners have sold their products in the American market at
1535,20  The Court of Appeals correctly reasoned that the five company rule might tend to insulate petitioners from competition with
1536,"21  We do not imply that, if petitioners had had a plausible reason to conspire, ambiguous conduct could suffice to create a triable"
1537,"1  The Court adequately summarizes the quite fact-specific holding in  , at 587."
1538,"2  Dr. DePodwin summarizes his view of the harm caused by Japanese cartelization as follows: ""When we consider the injuries inflicted on United States producers, we must again look at the Japanese television"
1538,"3  The DePodwin Report has this, among other things, to say in summarizing the harm to respondents caused by the five"
1539,"4  In holding that Parts IV and V of the Report had been improperly excluded, the Court of Appeals said: ""The trial court found that DePodwin did not use economic expertise in reaching the opinion that the defendants participated in a"
1539,5  I use the Third Circuit's analysis of the five company rule by way of example; the court did an equally careful analysis of the
1548,*  Briefs of amici curiae urging reversal were filed for the American Association of Retired Persons by Alfred Miller and Steven S.
1549,"1  A presentation made in 1974 by Dr. David McClure, an Association official and later one of the founders of respondent Indiana"
1549,2  Respondent no longer makes any pretense of arguing that it is immune from antitrust liability as a labor organization.
1553,"3  Because we find that the Commission's findings can be sustained on this basis, we do not address the Commission's"
1555,4  It is undisputed that lay claims examiners employed by insurance companies have no authority to deny claims on the basis of
1567,"*  Briefs of amici curiae urging reversal were filed for the American Newspaper Publishers Association et al. by Robert D. Sack,"
1567,"1  See,   (CA5), cert. denied,  ;"
1568,"2  The short, introductory article was written by petitioner Anderson and relied exclusively on the information obtained by"
1568,"3  In  , this Court summarized who will be considered to be a public figure to"
1570,4  Our analysis here does not address the question of the initial burden of production of evidence placed by   on the party
1570,5  This requirement in turn is qualified by  's provision that summary judgment be refused where the nonmoving party
1570,"6  In many cases, however, findings are extremely helpful to a reviewing court."
1573,"7  Our statement in  , that proof of actual malice ""does not readily lend itself"
1574,"1  The Court's holding today is not, of course, confined in its application to   cases.  Although this case arises in"
1575,"2  Writing in dissent in  , JUSTICE WHITE stated that he agreed with the summary judgment test employed by the"
1576,"3  I am also baffled by the other cases cited by the majority to support its holding.  For example, the Court asserts that ""[if] . . ."
1590,*  Thomas B. Leary filed a brief for the Business Roundtable as amicus curiae urging reversal.
1590,"1  As the District Court explained, ""'[fabrication]' is the process whereby the carcass is broken down into either whole cuts"
1591,2  The District Court relied on the testimony of one of Monfort's witnesses in determining market share.  . According
1591,3  Section 16 states: HN2 [
1591,4  Section 7  [
1592,5  [
1593,6  [
1593,7  See  . v.  ;
1594,"8  See also S. Rep. No. 698, 63d Cong., 2d Sess., pt. 2, pp. 17-18, 50 (1914).  Although the references to § 16 in the debates on"
1595,"9  In its brief, Monfort also argues that it would be injured by ""the trend toward oligopoly pricing"" that could conceivably follow the"
1595,"10  In this case, Monfort has conceded that its viability would not be threatened by Excel's decision to lower prices: ""Because"
1595,11  Respondent finds support in the legislative history of the Hart-Scott-Rodino Antitrust Improvements Act of 1976 for the view
1596,"12  Most commentators reserve the term predatory pricing for pricing below some measure of cost, although they differ on the"
1596,"13  See also   (""The short-term effect of certain anticompetitive behavior -- predatory below-cost"
1597,"14  The Court of Appeals may have relied on the District Court's speculation that the merger raised ""a distinct possibility . . . of"
1597,"15  Even had Monfort actually advanced a claim of predatory pricing, we doubt whether the facts as found by the District Court"
1598,"16  See Koller, The Myth of Predatory Pricing: An Empirical Study, 4  Antitrust Law  & Econ. Rev. 105 (1971); Miller, Comments  on Baumol and Ordover, 28 J. Law & Econ. 267 (1985). 17  Claims of threatened injury from predatory pricing must, of course, be evaluated with care.  As we discussed in"
1599,"1  Whether or not it so intends, the Court in practical effect concludes that a private party may not obtain injunctive relief against a"
1599,"2  ""Broadly stated, the bill, in its treatment of unlawful restraints and monopolies, seeks to prohibit and make unlawful certain"
1600,"3  This Court has described the legislative purpose of § 7 as follows: ""[It] is apparent that a keystone in the erection of a barrier to what Congress saw was the rising tide of economic concentration,"
1600,"4  Section § 16 states, in relevant part: ""Any person, firm, corporation, or association shall be entitled to sue for and have injunctive relief, in any court of the United"
1601,"5  In  , we reserved this question, stating: ""The issue for decision is a narrow one. . . .  Petitioner questions only whether"
1602,6  . This Court has emphasized the importance of the statutory award of fees to private antitrust plaintiffs as part
1610,"*  Briefs of amici curiae urging affirmance were filed for Peerless Importers, Inc., et al. by Lawrence Kill, Steven M. Pesner,"
1610,"1   provides, in part: HN1 ["
1611,"2  Rule 16.4(e), 9 NYCRR § 65.4(e) (1980), provides: HN2 ["
1611,"3   provides, in part: HN4 ["
1611,"4  Bulletin 471 provides, in part: ""Case prices may be posted off for any given month, or months, without an accompanying reduction in bottle prices.  The"
1613,"5  The Court of Appeals suggested that the liquor-pricing system prevents ""temporary price reductions . . . threatening to drive"
1613,"6  A simple ""minimum markup"" statute requiring retailers to charge 112 percent of their actual wholesale cost may satisfy the"
1614,"7  In a concurring opinion, Judge Jasen argued that the State actively supervises the liquor-pricing system."
1614,"8  The same considerations lead us to reject appellees' contention that there is no ""contract, combination . . . , or conspiracy, in"
1614,9  Section 2 of the Twenty-first Amendment provides:  HN12 [
1615,"10  The dissenting opinion concedes that ""neither the House of Representatives nor the state ratifying conventions deliberated"
1616,11  There is no indication that the purpose of Bulletin 471 is to protect small retailers. The Bulletin states that its purpose is to
1617,12  We have no occasion in this case to consider whether the State's interest in protecting small retailers ever could prevail
1617,"13  It is far from certain that the New York Legislature intended to promote temperance, or that the retail price maintenance"
1628,"*  Briefs of amici curiae urging reversal were filed for Forty-two States by J. Joseph Curran, Jr., Attorney General of Maryland,"
1629,"1  The Seventh, Eighth, and Tenth Circuits have agreed with the analysis of the Fifth.  See"
1632,2    [
1633,3    [
1634,4     [
1635,"5  Contrary to the dissent,  , at 742-743, 747,   does not differ from the present case merely in that it involved a"
1636,"1   of the Sherman Act, as set forth in  , provides: ""Every contract, combination in the form of trust or otherwise, or conspiracy, in restraint of trade or commerce among the several"
1637,"2  See,  ;"
1638,"3  Thus, in  , cited  , at 720, n. 1, the plaintiff had been terminated"
1639,"4  ""When a manufacturer acts on its own, in pursuing its own market strategy, it is seeking to compete with other manufacturers"
1639,"5  Thus, a boycott ""is not to be tolerated merely because the victim is just one merchant whose business is so small that his"
1640,6  See  . In
1640,"7  ""We have not wavered in our enforcement of the   rule against price fixing."""
1640,"8  ""Scenarios that involve a firm or firms at one level of activity using vertical restraints deliberately to confer market power on"
1640,"9  ""Termination responses reflecting the manufacturer's own distribution policy differ greatly from those imposed upon him by a"
1641,"10  Commenting on Judge Adams' opinion in  , see nn. 4 and 5,  , Professor Areeda wrote: ""That the complainer was a single firm did not weaken the 'horizontal' characterization.  Because the elimination of price"
1641,11  The two critical facts that had not yet been determined by a jury in the   case are perfectly plain in this case.  As
1641,"12  ""Let us defer for the moment problems of proof and assume that a manufacturer does not wish to terminate the plaintiff dealer"
1642,"13  See   (citing  , and"
1642,"14  ""It might be helpful to note at this point that although the majority mentions only the reduction of  brand competition as a"
1643,"15  The court instructed the jury: ""Sharp, on the other hand, contends that it terminated Business Electronics unilaterally, not as a result of any agreement or"
1644,"16  In  , cited  , at 720, n. 1, Morrison, a wholesale distributor, sued"
1644,"17  ""When faced with conflicting evidence, the jury must determine whether the nonprice justifications for the termination"
1644,"18  Although at trial respondent had asked the jury to find that it had acted independently, see n. 15,  , and accompanying"
1645,"19  The Court instructed the jury: ""The Sherman Act is violated when a seller enters into an agreement or understanding with one of its dealers to terminate"
1646,"20  Thus, the Courts of Appeals decisions cited by the majority as supporting its view, see  , at 720, n. 1, are, in fact,"
1654,"*  Briefs of amici curiae urging reversal were filed for the State of Illinois by Neil F. Hartigan, Attorney General, and Robert E."
1656,"1  Respondent also sought a tentative interim amendment to the Code, but that was denied on the ground that there was not"
1656,"2  Although the District Court was of the view that at trial respondent relied solely on the theory that its injury ""flowed from"
1657,"3  We also granted certiorari on the issue whether, if not immune under  , petitioner's conduct violated the Sherman Act, but"
1657,4    [
1657,"5  ""Product standardization might impair competition in several ways. . . . [It] might deprive some consumers of a desired product,"
1658,"6  See 2 J. von Kalinowski, Antitrust Laws and Trade Regulation §§ 6I.01[3], 6I.03, 6I.04, pp. 6I-6 to 6I-7, 6I-18 to 6I-29 (1981)"
1658,"7  See,   (stating in dicta that ""conspiracy with a licensing authority to eliminate a"
1659,8    [
1660,9  Similarly in   any antitrust review of the validity of the activity at issue was limited and structured by
1661,10    [
1661,11    [
1662,"12  Even petitioner's counsel concedes, for example, that   would not apply if the Association had a rule giving the steel"
1662,13  The dissent mistakenly asserts that we today hold that   immunity does not apply to mere efforts to persuade others to
1679,"1  Colt's appeal to the Federal Circuit actually invoked   and  , which together grant the Federal"
1679,"2  Colt correctly points out that in this case our interpretation of  's ""arising under"" language will merely determine which"
1680,3    [
1682,4  [
1683,5  There is no reason to apply law-of-the-case principles less rigorously to transfer decisions that implicate the transferee's
1685,1  Title   grants the Federal Circuit appellate jurisdiction over final decisions of federal district courts whose
1685,"2  Indeed, since it seems plain that no implied cause of action exists under   -- which, after all, merely describes the nature of"
1686,"3  "" . Amended and Supplemental Pleadings."
1686,"4  ""We need not decide under what circumstances, if any, a court of appeals could furnish itself a jurisdictional basis unsupported"
1694,*  Briefs of   urging reversal were filed for Thirty-five States et al. by
1695,1  Section 4 provides as follows: HN1 [
1696,"2  The Court noted two possible exceptions: when the direct purchaser and the indirect purchaser have entered into pre-existing  cost-plus contracts,  Illinois Brick Co. v. Illinois, 431 U.S., at 732, n. 12 , and when the direct purchaser is owned or controlled by  the indirect purchaser,  id., at 736, n. 16 . 3  The statutes of Alabama, California, and Minnesota expressly allow indirect purchasers to sue.  See"
1697,"4  At the time of the enactment of the Sherman Act, 21 States had already adopted their own antitrust laws. Mosk, State Antitrust"
1698,"5  Cf. National Cooperative Research Act of 1984,  ; Export Trading Company Act of"
1698,"6  In one respect, the Court of Appeals was overly narrow in its description of the congressional purposes identified in"
1699,"7  Contrary to the Court of Appeals' suggestion,  , there is no contention here that the state indirect purchaser"
1711,"*  Briefs of   urging reversal were filed for the city of New York by  , and"
1712,"1  Petitioners before this Court also challenge the award on due process grounds. For reasons set forth in Part III of this opinion,"
1712,"2  ""Roll-off waste collection is usually performed at large industrial locations and construction sites with the use of a large truck, a"
1714,"3  , like most of our   cases, involved the  , and it therefore is"
1714,4  The same basic mode of inquiry should be applied in considering the scope of the Excessive Fines Clause as is proper in other
1714,"5  Delaware, Georgia, Maryland, Massachusetts, New Hampshire, North Carolina, Pennsylvania, and Virginia all had a"
1715,"6  A ""fine signifieth a percuniarie punishment for an offence, or a contempt committed against the king."" 1 E. Coke, Institutes"
1715,"7  Petitioners have come forward with no evidence, or argument, which convinces us that the word ""fine,"" as used in the late 18th"
1716,"8  For particular examples, see the 1683  , 9 State Tr. 187, and the 1684"
1716,"9  Justice Story was of the view that the   was ""adopted as an admonition to all departments of the national"
1716,"10  By 1689, the definition of ""fines"" and ""damages"" discussed in nn. 6 and 7,  , already had taken hold. For a definition of"
1717,11  See Treatise on the Laws and Customs of the Realm of England Commonly called Glanvill 127-128 (G. Hall ed. 1965) (written
1717,"12  See  ; Pleas of the Crown for the County of Gloucester: A. D. 1221, p. xxxiii (F. Maitland ed. 1884) (Pleas for  Gloucester); see generally 1 Selden Society. 13  Without discussing the complex origins of civil damages in detail, see 2 Pollock & Maitland 522-525; 62 Selden Society, at"
1717,"14  ""A Free-man shall not be amerced for a small fault, but after the manner of the fault; and for a great fault after the greatness"
1717,"15  See generally McKechnie 278; G. Smith, A Constitutional and Legal History of England 129, 131 (1955). Although most"
1718,"16  According to Pollock and Maitland, after the court found a person to be in the King's mercy, and that person obtained a pledge"
1718,"17  See,"
1718,"18  So, for example, when the House of Lords placed certain limits on the types of cases in which exemplary damages could be"
1719,"19  In  , Justice McKenna continued his writing for the Court: ""[Constitutions] are not ephemeral enactments, designed to"
1719,20  Among the first cases to make explicit reference to exemplary damages was  v.
1720,"21  In  , we held that the   places"
1720,"22  Because of the result we reach today, we need not answer several questions that otherwise might be necessarily antecedent"
1720,"23  Petitioners claim that the due process question is within the ""clear intendment"" of the objection it has made throughout these"
1721,24  The law of punitive damages in Vermont is typical of the law in most American jurisdictions. The doctrine has long standing.
1722,25  We have never held expressly that the   allows appellate review of a district court's denial of a motion to
1722,"26  This is particularly true because the federal courts operate under the strictures of the  . As a result, we are"
1736,"*  American Stores initiated a hostile takeover bid for the Lucky chain on March 21, 1988. Pursuant to the Hart-Scott-Rodino"
1739,"*  Together with No. 88-1393, Superior Court Trial Lawyers Association et al. v. Federal Trade Commission, also on certiorari to"
1749,"+  Briefs of amici curiae urging reversal were filed for the State of South Dakota et al. by Roger A. Tellinghuisen, Attorney General"
1749,"1  Section 5(a)(1) of the Federal Trade Commission Act, 38 Stat. 719, as amended,  , provides: HN1 ["
1750,"2   (1981).  In a small number of cases, the indigent defendants were represented by third-year"
1750,"3  As the Administrative Law Judge (ALJ), noted: ""Because of the nature of CJA practice -- its long hours away from the office (assuming the CJA lawyer has an office), the"
1751,"4  The ALJ found that ""at most"" 13 of the CJA regulars continued to take assignments.   ."
1751,5    [
1751,"6  ""During the period from September 6 to September 20, there was a daily average of 63 defendants on the weekday lock-up list"
1752,7  Commissioner Pertschuk dissented from the decision to issue a complaint on the ground that it represented an unwise use of
1752,"8   of the Sherman Act, 26 Stat. 209, as amended,  , provides: HN3 ["
1753,"9  The FTC found: ""'The city's purchase of CJA legal services for indigents is based on competition.  The price offered by the city is based on"
1755,10  In   we held that the   protected the nonviolent elements of a boycott of white merchants
1756,11    [
1756,12    [
1756,"13  ""This Court has held that  ["
1757,14  See  .
1758,"15  In our opinion in  , we noted that ""the rationale for"
1759,"16  ""In sum,  ["
1759,"17  Cf. Markovits, The Limits to Simplifying Antitrust: A Reply to Professor Easterbrook,  63 Tex. L. Rev. 41, 80 (1984)  (suggesting  circumstances in which a firm that lacks market power may nonetheless benefit from anticompetitive tactics). 18  ""Very few firms that lack power to affect market prices will be sufficiently foolish to enter into conspiracies to fix prices.  Thus,"
1760,19    [
1760,"20  On remand, the Court of Appeals should review respondents' objections to the form of the order entered by the Commission."
1760,"1  I join Parts I, II, III, and IV of the Court's opinion, although, as discussed further   I do not agree that the unreasonableness"
1761,2  I disagree with the Court that the government's interest in employing the   rule here is a substantial one.  The   rule's
1762,"3  In  , the Court held: ""When 'speech' and 'nonspeech' elements are combined in"
1763,4  The Court quotes the finding of the FTC Administrative Law Judge (ALJ) that there was no evidence that the District
1764,"5  Groups testifying in favor of the bill included the SCTLA, District of Columbia Bar, D. C. Chapter of the National Lawyers Guild,"
1765,"6  Even the criminal law, however, provides procedural safeguards to ensure that laws are not applied in an overbroad fashion to"
1765,"7  If a boycott uses economic power in an unlawful way to send a message, it cannot claim   protection from the"
1766,"8  The lawyers actively courted press coverage of their strike.  They set up ""picket lines,"" distributed press kits, and granted"
1767,"9  Although ""group boycotts"" often are listed among the types of activity meriting   condemnation, see."
1768,"*  This Court's recent decision in  , is not to"
1777,1  Compare   (concurrent jurisdiction);
1780,"2  Title   provides in full: ""The district courts of the United States shall have original jurisdiction, exclusive of the courts of the States, of all offenses"
1794,"*  Briefs of amici curiae urging reversal were filed for the State of Alabama et al. by Jim Mattox, Attorney General of Texas, Mary"
1795,1  See   (Hart-Scott-Rodino Antitrust Improvements Act of 1976).
1795,"2  Among other requirements, the Hold Separate Agreement obligated American to maintain separate books and records for the"
1796,"3  The District Court observed that because the Hold Separate Agreement was still in effect, ""this is not a completed merger."
1797,4  The Court of Appeals observed: HN1 [
1797,5  [
1797,6  [
1798,"7  That the two provisions do differ is not surprising at all, since § 15 was largely copied from   of the Sherman Act, see 26 Stat."
1798,8    [
1798,"9  The District Court in the IT&T case had observed that ""'[i]f it were necessary to strain terminology in order to accomplish the"
1799,"10  Notably, the Court of Appeals for the Ninth Circuit did not rely on either of the textual arguments that American has advanced"
1799,"11  In the context of construing the FTC's authority to issue such ""cease and desist"" orders, this Court -- speaking through Justice"
1800,"12  The Taft Administration received the decisions warmly, but they provoked bitter criticism from the Democratic Party leadership."
1800,"13  An amendment passed by the Senate, but rejected by the House, provided:  ""That whenever a corporation shall acquire or consolidate the ownership or control of the plants, franchises, or property of other"
1801,14  . The New York attorney general had sought
1801,"15  See n. 13, supra.  Senator Reed, the sponsor of the Senate amendment which would have expressly authorized dissolution"
1802,16  There is a common core to present-day and early 20th-century understandings of the distinction between dissolution and
1802,"17  For discussion of the scope of various dissolution decrees entered pursuant to the federal antitrust laws, see Hale, Trust"
1802,"18  See, e.g., H. Thorelli, The Federal Antitrust Policy 72-87 (1954).  Thorelli observes that ""[n]o general incorporation law before"
1802,"19  See, e.g., Thorelli, The Federal Antitrust Policy 108-163, 309-352."
1803,"20  See 2 Link, Wilson: The New Freedom 117, n. 83. 21  See  ."
1803,22  .
1803,"23  ""[Brandeis] believed that anti-trust policy should be constructive rather than destructive: '. . . we should approach this subject"
1803,"24  Cf.    (""divestiture"" is the ""most drastic, but most effective, of antitrust"
1803,25  The notion that a proper remedy for violating the antitrust laws is complete dissolution of the wrongdoer persists in some state
1803,"26  Congress could, of course, have referred expressly to the divestiture remedy, as was done in § 11 of the Act, directing that the"
1803,27  American also seeks to buttress its position by citations to  ;
1804,28  Professors Areeda and Turner have criticized the Court of Appeals for the Ninth Circuit on the ground that it did not correctly
1818,"*  Daniel K. Mayers, David Westin, and W. Terry Maguire filed a brief for the American Newspaper Publishers Association as"
1819,1  Section 4 of the Clayton Act is  [
1819,2    [
1820,3    [
1820,4  See  ;
1821,5    [
1822,"6  Albrecht is the only case in which the Court has confronted an unadulterated vertical, maximum-price-fixing arrangement.  In"
1822,7    [
1823,8    [
1823,9    [
1824,10    [
1824,"11  The Court of Appeals purported to distinguish Cargill and Brunswick on the ground that those cases turned on an ""attenuated"
1824,12    [
1825,13    [
1827,"1  For example, the Court reasons:  495 U.S. 328, *344; 110 S. Ct. 1884, **1894; 109 L. Ed. 2d 333, ***349; 1990 U.S. LEXIS 2543, ****32 Page 21 of 28   substantive price-fixing violation with a flawed  [****36]   construction of § 4, erroneously assuming that the level of a  price fixed by a  § 1  conspiracy is relevant to legality and that all vertical arrangements conform to a single model.   [***352]   I  Because so much of the Court's analysis turns on its characterization of USA's cause of action, it is appropriate to   [*347]   begin with a more complete description of USA's theory.  As the case comes to us on review of summary  judgment, we assume the truth of USA's allegation that ARCO conspired with its retail dealers to fix the price of gas  at specific ARCO stations that compete directly with USA stations. It is conceded that this price-fixing conspiracy is  a per  [****37]   se violation of  § 1  of the Sherman Act.  USA's theory can be expressed in the following hypothetical example: In a free market ARCO's advertised gas  might command a price of $ 1 per gallon while USA's unadvertised gas might sell for a penny less, with retailers of  both brands making an adequate profit.  If, however, the ARCO stations reduce their price by a penny or two, they  might divert enough business from USA stations to force them gradually to withdraw from the market.  2  [****38]    The fixed price would be lower than the price that would obtain in a free market, but not so low as to be ""predatory"""
1827,"2  ""31.  Arco and its co-conspirators have engaged in limit pricing practices in which prices are deliberately set on gasoline at a"
1827,"3  ""27.  Arco and its co-conspirators have organized a resale price maintenance scheme, as a direct result of which competition"
1827,"4  It may be that ARCO could have accomplished its objectives independently, merely by reducing its own prices sufficiently to"
1827,"5  ""18.  For the last few years, there has been, and still is, a steady and continuous reduction in the competitive effectiveness of"
1828,"6  We have long held under the Sherman Act that ""a combination for the purpose and with the effect of raising, depressing, fixing,"
1828,"7  USA's Amended Complaint specifically alleges:  ""39.  As a direct and proximate result of the above-described combinations and conspiracy and of the acts taken in furtherance"
1829,8  . The analysis in
1829,"9  See also Blair & Harrison, Rethinking Antitrust Injury,   (unsuccessful predatory efforts"
1829,"10  I agree that not every loss that is causally related to an antitrust violation is ""antitrust injury,"" ante, at 339, n. 8, but a scheme"
1830,11  See  ; see also
1830,"12  Like the determination of a ""reasonable"" price, determination of what is a ""predatory price"" is far from certain.  The Court"
1831,"13  Thus, a victim of a vertical maximum-price-fixing conspiracy that is successfully driving it from the market cannot bring an"
1831,"14  . See also ante, at 336, n. 6 (suggesting a horizontal"
1831,"15  Indeed, the Court elsewhere acknowledges that ""'[m]aximum and minimum price fixing may have different consequences in"
1832,"16  The Court grudgingly ""assume[s], arguendo, that Albrecht correctly held that vertical, maximum price fixing is subject to the"
1832,"17  Until today, the Court has clearly understood why   fundamentally differs from other antitrust violations:  ""The reason Congress treated concerted behavior more strictly than unilateral behavior is readily appreciated.  Concerted"
1833,"18  See, e.g., ante, at 337-338, n. 7 (""Rivals cannot be excluded in the long run by a nonpredatory maximum-price scheme unless"
1833,"19  Chief Justice Hughes regarded the Sherman Act as a ""charter of freedom,"""
1833,"20  See, e.g.,  ; see also Polden, Antitrust Standing and the Rule"
1833,21  .
1851,"1  The independent retailers' share includes not only the market share for the 12 respondents, who operated a total of 13 stations,"
1852,"2  ""Q. Did you have any conversations with Texaco during this period of time encouraging you to -- Dompier Oil Company to"
1852,"3  ""Q. That would have been a rate -- that if you had hired a common carrier to haul the product for you, you would have paid"
1852,4  At trial one of Texaco's defenses was based on its obligation to comply with certain federal regulations during periods of
1852,5  Texaco had argued that its pricing practices were mandated by federal regulations and that its sales in the Spokane market
1853,"6  Section 2(a) of the Act provides, in part: ""That nothing herein contained shall prevent differentials which make only due allowance for differences in the cost of"
1853,"7  Section 2(b) of the Act provides, in part: HN1 ["
1853,"8  The award to each particular respondent of course differed. The awards represented an average of $ 5,486.59 per year for"
1853,"9  ""While there is a serious question as to whether Dompier was entitled to a 'functional discount' on the gas it resold at retail,"
1853,"10  ""Secondly, the functional discounts negatively affected competition because they were, in part, reflected in the favored"
1854,"11  In their brief as amici curiae, the United States and the Federal Trade Commission suggest the following definition of"
1855,"12  The legislative history indicates that earlier drafts of the Act did include such a proviso. See, e.g., Shniderman, ""The Tyranny"
1855,"13  See n. 6, supra."
1855,14  Texaco has not contested here the proposition that branded gas and unbranded gas are of like grade and quality. See
1856,"15  It has proven useful in Robinson-Patman Act cases to distinguish among ""the probable impact of the [price] discrimination on"
1857,"16  ""In the Committee's view, imposing on any dual supplier a legal responsibility for the resale policies and prices of his"
1857,"17  ""In our view, to relate discounts or prices solely to the purchaser's resale activities without recognition of his buying functions"
1857,"18  In theory, a supplier could try to defend a functional discount by invoking the Act's cost justification defense, but the burden of"
1858,19  Texaco continues the argument by summoning a parade of horribles whose march Texaco believes is at issue in this case;
1859,"20  See also, e. g., In re Whiting, 26 F.T.C. 312, 316, para. 3 (1938) (functional classification of customers involved unlawful price"
1859,21    [
1859,22    [
1860,23    [
1860,"24  Much of Perkins's case parallels that of respondents. ""There was evidence that Signal received a lower price from Standard"
1861,"25  We added: ""Here Standard discriminated in price between Perkins and Signal, and there was evidence from which the jury"
1861,26    [
